Epoch	Total Error
1	0.5381559040150284
2	0.5341183649853991
3	0.5306627465169538
4	0.5277198897337827
5	0.5252244783930609
6	0.5231162925630188
7	0.5213408671860431
8	0.5198497003468066
9	0.5186001424939
10	0.5175550761250014
11	0.5166824716547298
12	0.5159548829595655
13	0.5153489271844973
14	0.5148447783256893
15	0.5144256926953403
16	0.514077576117723
17	0.5137885969829452
18	0.5135488455029258
19	0.5133500371587116
20	0.5131852569847737
21	0.5130487406851582
22	0.5129356883816371
23	0.512842106885376
24	0.5127646766424256
25	0.5127006398491866
26	0.5126477066141362
27	0.5126039764233059
28	0.5125678725295008
29	0.5125380872183344
30	0.5125135362029997
31	0.5124933206632755
32	0.512476695673748
33	0.512463043964083
34	0.5124518541234608
35	0.512442702505254
36	0.5124352382098659
37	0.5124291706263842
38	0.5124242591000384
39	0.5124203043648399
40	0.5124171414413332
41	0.5124146337499744
42	0.5124126682328254
43	0.5124111513114017
44	0.5124100055377543
45	0.51240916682019
46	0.5124085821252475
47	0.5124082075743379
48	0.5124080068673956
49	0.5124079499774558
50	0.512408012069672
51	0.5124081726062464
52	0.5124084146053511
53	0.5124087240275865
54	0.5124090892680627
55	0.5124095007359506
56	0.5124099505064613
57	0.5124104320328008
58	0.5124109399077797
59	0.5124114696665367
60	0.5124120176232946
61	0.5124125807362971
62	0.5124131564960628
63	0.5124137428329487
64	0.5124143380406905
65	0.5124149407131672
66	0.5124155496921087
67	0.5124161640238597
68	0.5124167829236356
69	0.512417405745978
70	0.5124180319603391
71	0.5124186611309063
72	0.5124192928999375
73	0.512419926973997
74	0.5124205631125899
75	0.5124212011187818
76	0.5124218408314569
77	0.5124224821189315
78	0.512423124873688
79	0.512423769008034
80	0.512424414450525
81	0.5124250611430194
82	0.5124257090382536
83	0.512426358097847
84	0.5124270082906641
85	0.5124276595914662
86	0.5124283119798057
87	0.5124289654391206
88	0.5124296199559917
89	0.5124302755195332
90	0.5124309321208987
91	0.5124315897528731
92	0.5124322484095436
93	0.512432908086031
94	0.5124335687782714
95	0.512434230482839
96	0.5124348931968044
97	0.5124355569176189
98	0.5124362216430226
99	0.5124368873709708
100	0.5124375540995749
101	0.5124382218270567
102	0.5124388905517115
103	0.5124395602718802
104	0.5124402309859267
105	0.5124409026922219
106	0.5124415753891309
107	0.5124422490750044
108	0.5124429237481716
109	0.5124435994069357
110	0.5124442760495725
111	0.5124449536743274
112	0.5124456322794155
113	0.5124463118630223
114	0.5124469924233038
115	0.5124476739583887
116	0.5124483564663785
117	0.5124490399453504
118	0.5124497243933589
119	0.5124504098084369
120	0.5124510961885987
121	0.512451783531841
122	0.512452471836145
123	0.5124531610994776
124	0.5124538513197943
125	0.5124545424950394
126	0.5124552346231488
127	0.5124559277020495
128	0.5124566217296633
129	0.5124573167039059
130	0.5124580126226892
131	0.5124587094839218
132	0.5124594072855104
133	0.5124601060253602
134	0.5124608057013763
135	0.5124615063114635
136	0.5124622078535277
137	0.5124629103254768
138	0.5124636137252201
139	0.5124643180506703
140	0.5124650232997421
141	0.5124657294703545
142	0.5124664365604304
143	0.5124671445678965
144	0.5124678534906844
145	0.51246856332673
146	0.5124692740739745
147	0.5124699857303646
148	0.5124706982938522
149	0.5124714117623949
150	0.5124721261339562
151	0.5124728414065054
152	0.5124735575780184
153	0.5124742746464762
154	0.5124749926098675
155	0.5124757114661862
156	0.5124764312134334
157	0.5124771518496163
158	0.5124778733727492
159	0.5124785957808526
160	0.5124793190719535
161	0.5124800432440865
162	0.5124807682952919
163	0.512481494223617
164	0.5124822210271169
165	0.5124829487038522
166	0.512483677251891
167	0.512484406669308
168	0.5124851369541845
169	0.5124858681046094
170	0.5124866001186777
171	0.5124873329944913
172	0.512488066730159
173	0.5124888013237967
174	0.5124895367735265
175	0.5124902730774777
176	0.5124910102337863
177	0.5124917482405945
178	0.5124924870960522
179	0.5124932267983152
180	0.5124939673455464
181	0.5124947087359151
182	0.5124954509675973
183	0.5124961940387758
184	0.5124969379476398
185	0.5124976826923849
186	0.5124984282712141
187	0.5124991746823357
188	0.5124999219239655
189	0.5125006699943253
190	0.5125014188916436
