Epoch	Total Error
107	1.995252706738605
108	1.9854433482025236
109	1.9753155185838507
110	1.9648863524948903
111	1.9541740464482638
112	1.9431972849456414
113	1.931974596085011
114	1.9205236509449544
115	1.908860522565213
116	1.8969989207300493
117	1.884949417959373
118	1.8727186802482811
119	1.8603087134311858
120	1.8477161329618914
121	1.834931461865026
122	1.8219384591540877
123	1.808713479683593
124	1.7952248667725614
125	1.781432381563756
126	1.7672866785110557
127	1.7527288451221632
128	1.7376900365477814
129	1.7220912520386071
130	1.7058433205570114
131	1.688847186130395
132	1.6709946079610452
133	1.6521694122938846
134	1.632249446785082
135	1.6111093852270015
136	1.5886245003300399
137	1.5646754535830705
138	1.5391540357376932
139	1.5119696296657696
140	1.4830559753598553
141	1.4523776314661705
142	1.4199354044955057
143	1.385770016458472
144	1.3499634445715487
145	1.3126376847063614
146	1.2739510926527406
147	1.234092827282991
148	1.1932761417486368
149	1.1517312833117126
150	1.1096985944918931
151	1.0674221512411584
152	1.0251440384044068
153	0.983099224148265
154	0.9415109688035148
155	0.9005867550323392
156	0.8605148004662921
157	0.8214612648088924
158	0.7835682687170867
159	0.7469528034285091
160	0.7117065448124344
161	0.6778965140385246
162	0.6455664663351594
163	0.6147388490898735
164	0.5854171534326029
165	0.5575884868550042
166	0.531226212996391
167	0.5062925323699612
168	0.48274090902130484
169	0.4605182786974994
170	0.43956700130304105
171	0.41982654277886466
172	0.40123488862775003
173	0.3837297033792162
174	0.36724925799576813
175	0.3517331514013399
176	0.3371228538122545
177	0.323362099145654
178	0.3103971521224038
179	0.2981769732863948
180	0.2866533024153183
181	0.27578067797138917
182	0.26551640751422456
183	0.255820501481293
184	0.2466555804912552
185	0.2379867643630997
186	0.22978154936621667
187	0.22200967880590497
188	0.21464301087954654
189	0.2076553867818682
190	0.20102250126380833
191	0.19472177723054634
192	0.18873224547464784
193	0.18303443025739452
194	0.1776102411556238
195	0.17244287136609485
196	0.16751670249056583
197	0.16281721570078572
198	0.15833090909397407
199	0.15404522098831722
200	0.14994845886830505
201	0.14602973366633845
202	0.14227889905598873
203	0.1386864954303759
204	0.13524369824393817
205	0.13194227040539624
206	0.12877451842250223
207	0.12573325201406033
208	0.12281174692082916
209	0.12000371066359758
210	0.11730325101352626
211	0.11470484695635724
212	0.11220332194811516
213	0.10979381927525762
214	0.10747177934678578
215	0.10523291875953485
216	0.10307321099068867
217	0.1009888685835291
218	0.0989763267035169
219	0.09703222795206418
220	0.09515340833483124
221	0.09333688429007997
222	0.09157984069063708
223	0.08987961974034388
224	0.08823371069260727
225	0.08663974032481912
226	0.08509546410803648
227	0.08359875801646262
228	0.08214761092596574
229	0.08074011755515895
230	0.0793744719064879
231	0.07804896116834027
232	0.07676196004245023
233	0.07551192546385979
234	0.07429739168340033
235	0.07311696568514812
236	0.07196932291356578
237	0.07085320328711092
238	0.06976740747698357
239	0.06871079343140062
240	0.06768227312737654
241	0.06668080953341463
242	0.06570541376784517
243	0.06475514243874685
244	0.06382909515249123
245	0.06292641217896688
246	0.062046272262458096
247	0.06118789056801251
248	0.06035051675390225
249	0.05953343316150027
250	0.058735953114553735
251	0.05795741932043149
252	0.05719720236648222
253	0.056454699305145246
254	0.0557293323219252
255	0.05502054748077252
256	0.054327813541807504
257	0.05365062084669214
258	0.05298848026728871
259	0.05234092221355621
260	0.05170749569692279
261	0.05108776744563199
262	0.05048132106881177
263	0.04988775626623586
