Epoch	Total Error
1	0.5144276840289139
2	0.5142955868230136
3	0.5141881039818195
4	0.5141006581676353
5	0.514029522720265
6	0.5139716648300288
7	0.5139246170785041
8	0.5138863724153862
9	0.5138552984255693
10	0.5138300674274208
11	0.5138095995331923
12	0.513793016302776
13	0.5137796030421097
14	0.513768778147699
15	0.5137600681889483
16	0.5137530876594547
17	0.5137475225253043
18	0.5137431168598457
19	0.5137396619864945
20	0.5137369876589838
21	0.5137349548964556
22	0.5137334501624462
23	0.5137323806351602
24	0.5137316703638675
25	0.5137312571448278
26	0.5137310899814883
27	0.5137311270191519
28	0.5137313338649825
29	0.5137316822210025
30	0.5137321487713489
31	0.5137327142761199
32	0.5137333628331113
33	0.5137340812760242
34	0.5137348586836366
35	0.5137356859792244
36	0.5137365556034115
37	0.5137374612467812
38	0.5137383976311543
39	0.513739360330506
40	0.5137403456241978
41	0.5137413503765559
42	0.5137423719379558
43	0.5137434080634631
44	0.5137444568458261
45	0.5137455166602036
46	0.5137465861185004
47	0.5137476640315775
48	0.513748749377919
49	0.5137498412776055
50	0.5137509389706472
51	0.5137520417989123
52	0.5137531491910141
53	0.5137542606496479
54	0.5137553757409506
55	0.5137564940855399
56	0.5137576153509456
57	0.5137587392452023
58	0.5137598655114083
59	0.5137609939230936
60	0.5137621242802654
61	0.5137632564060217
62	0.5137643901436452
63	0.5137655253541011
64	0.5137666619138763
65	0.5137677997131118
66	0.5137689386539791
67	0.5137700786492707
68	0.5137712196211692
69	0.5137723615001729
70	0.5137735042241532
71	0.5137746477375301
72	0.513775791990543
73	0.5137769369386123
74	0.5137780825417733
75	0.5137792287641769
76	0.5137803755736474
77	0.51378152294129
78	0.5137826708411423
79	0.5137838192498653
80	0.5137849681464676
81	0.5137861175120602
82	0.5137872673296373
83	0.5137884175838818
84	0.5137895682609899
85	0.5137907193485156
86	0.5137918708352317
87	0.5137930227110042
88	0.5137941749666814
89	0.5137953275939932
90	0.5137964805854615
91	0.5137976339343197
92	0.5137987876344408
93	0.5137999416802729
94	0.5138010960667797
95	0.5138022507893903
96	0.5138034058439508
97	0.5138045612266828
98	0.5138057169341459
99	0.5138068729632028
100	0.51380802931099
101	0.5138091859748894
102	0.5138103429525038
103	0.5138115002416352
104	0.5138126578402643
105	0.513813815746533
106	0.5138149739587281
107	0.5138161324752659
108	0.5138172912946816
109	0.5138184504156148
110	0.5138196098368004
111	0.5138207695570592
112	0.5138219295752886
113	0.5138230898904554
114	0.5138242505015889
115	0.5138254114077749
116	0.5138265726081491
117	0.5138277341018935
118	0.5138288958882306
119	0.5138300579664199
120	0.5138312203357547
121	0.5138323829955578
122	0.5138335459451789
123	0.5138347091839928
124	0.5138358727113954
125	0.5138370365268028
126	0.513838200629649
127	0.5138393650193838
128	0.5138405296954717
129	0.5138416946573903
130	0.5138428599046292
131	0.5138440254366881
132	0.5138451912530766
133	0.5138463573533134
134	0.5138475237369244
135	0.5138486904034429
136	0.5138498573524088
137	0.5138510245833676
138	0.5138521920958702
139	0.513853359889472
140	0.513854527963733
141	0.5138556963182168
142	0.5138568649524913
143	0.5138580338661263
144	0.5138592030586958
145	0.5138603725297761
146	0.5138615422789459
147	0.5138627123057857
148	0.5138638826098785
149	0.5138650531908096
150	0.5138662240481646
151	0.5138673951815319
152	0.513868566590501
153	0.5138697382746625
154	0.5138709102336084
155	0.5138720824669321
156	0.5138732549742269
157	0.5138744277550885
158	0.5138756008091128
159	0.5138767741358962
160	0.5138779477350366
161	0.5138791216061319
162	0.5138802957487812
163	0.513881470162584
164	0.5138826448471405
165	0.5138838198020512
166	0.5138849950269173
167	0.5138861705213407
168	0.513887346284923
169	0.5138885223172676
170	0.5138896986179768
171	0.5138908751866543
172	0.513892052022904
173	0.51389322912633
174	0.5138944064965365
175	0.5138955841331287
176	0.5138967620357118
177	0.5138979402038911
178	0.5138991186372724
179	0.513900297335462
180	0.5139014762980658
181	0.5139026555246908
182	0.5139038350149441
183	0.5139050147684322
184	0.5139061947847631
185	0.5139073750635441
186	0.5139085556043832
187	0.5139097364068884
188	0.5139109174706682
189	0.5139120987953312
190	0.5139132803804859
191	0.5139144622257416
192	0.5139156443307069
193	0.5139168266949918
194	0.5139180093182056
195	0.5139191921999581
196	0.5139203753398592
197	0.513921558737519
198	0.5139227423925478
199	0.5139239263045561
200	0.5139251104731545
201	0.5139262948979537
202	0.5139274795785649
203	0.513928664514599
204	0.5139298497056675
205	0.5139310351513815
206	0.5139322208513529
207	0.5139334068051931
208	0.5139345930125141
209	0.5139357794729279
210	0.5139369661860467
211	0.5139381531514826
212	0.513939340368848
213	0.5139405278377553
214	0.5139417155578174
215	0.5139429035286468
216	0.5139440917498564
217	0.5139452802210591
218	0.5139464689418682
