1	2384.0
2	3140.0
3	4947.0
4	3647.0
5	3764.0
6	5214.0
7	5376.0
8	7114.0
9	3872.0
10	3431.0
11	3723.0
12	3879.0
13	5922.0
14	2825.0
15	3633.0
16	3437.0
17	3309.0
18	2762.0
19	4121.0
20	4245.0
21	3588.0
22	3268.0
23	4079.0
24	4482.0
25	4516.0
26	3807.0
27	3270.0
28	5410.0
29	2905.0
30	2942.0
31	2897.0
32	4869.0
33	3528.0
34	3165.0
35	3077.0
36	2928.0
37	2663.0
38	2985.0
39	3175.0
40	3441.0
41	3229.0
42	4912.0
43	4700.0
44	6314.0
45	6124.0
46	3081.0
47	3268.0
48	4286.0
49	5701.0
50	2819.0
51	3871.0
52	2978.0
53	3324.0
54	4251.0
55	7396.0
56	4039.0
57	5843.0
58	3335.0
59	4456.0
60	3448.0
61	2747.0
62	3824.0
63	4858.0
64	3308.0
65	4034.0
66	4789.0
67	3473.0
68	4240.0
69	3727.0
70	4161.0
71	2658.0
72	5613.0
73	4230.0
74	4397.0
75	3032.0
76	7212.0
77	3604.0
78	4491.0
79	2784.0
80	5001.0
81	3077.0
82	5997.0
83	6713.0
84	5126.0
85	2919.0
86	8988.0
87	3872.0
88	5186.0
89	3048.0
90	3502.0
91	4387.0
92	4835.0
93	3986.0
94	3597.0
95	2622.0
96	3645.0
97	3491.0
98	4324.0
99	3227.0
100	5442.0
